name,authority_id,postcode,lng,lat,closed,statutory2010,statutory2016,type,closed_year,opened_year,replacement,notes
Buxton,33,SK179HW,-1.907889396961,53.2523293772403,f,t,t,LAL,,,f,
Whitwell,33,S80 4NN,-1.20803719398113,53.283957259784,f,t,t,LAL,,,f,
Dronfield,33,S18 1PY,-1.47508363916728,53.3023569546324,f,t,t,LAL,,,f,
Ilfracombe,34,EX349DS,-4.12052061771391,51.2093688286272,f,t,t,CL,,,f,
Moretonhampstead,34,TQ138LL,-3.763909399431,50.6610208334998,f,t,t,CL,,,f,
Totnes,34,TQ9 5RP,-3.68540908431146,50.4310452299433,f,f,t,CL,,2013,f,
Salcombe,34,TQ8 8JQ,-3.76845739945687,50.235468457402,f,t,t,CL,,,f,
Kingsbridge,34,TQ7 1EB,-3.77768121549706,50.2828618758952,f,t,t,CL,,,f,
Dartmouth,34,TQ6 9ND,-3.57916552635819,50.3520774956573,f,t,t,CL,,,f,
Stoke Fleming,34,TQ6 0QT,-3.59794410651966,50.3281669178615,f,t,t,CL,,,f,
Sidmouth,34,EX108LA,-3.23823139824167,50.6812924314519,f,t,t,CL,,,f,refurbished in 2013
Ottery St Mary,34,EX111DJ,-3.27847667199098,50.7522092225531,f,t,t,CL,,,f,
Seaton,34,EX122NY,-3.07138128684803,50.7050867807457,f,t,t,CL,,,f,
Axminster,34,EX135AD,-2.99771739245919,50.7813260462415,f,t,t,CL,,,f,
Honiton,34,EX141BS,-3.18809665324059,50.7983549801517,f,t,t,CL,,,f,
Cullompton,34,EX151DJ,-3.39336515197921,50.8544479783246,f,t,t,CL,,,f,
Uffculme,34,EX153AY,-3.32489498261145,50.9088613298283,f,t,t,CL,,,f,
Tiverton,34,EX166SA,-3.48507412223891,50.9014204207285,f,t,t,CL,,,f,
Bampton,34,EX169NE,-3.48723029221438,50.9904410813996,f,t,t,CL,,,f,
Crediton,34,EX172AA,-3.65555521242833,50.7912346814829,f,t,t,CL,,,f,
Chulmleigh,34,EX187AA,-3.86989619766476,50.9161149210024,f,t,t,CL,,,f,
Okehampton,34,EX201AR,-4.00182874310222,50.740736544942,f,t,t,CL,,,f,
Holsworthy,34,EX226HA,-4.35281979272003,50.8108269303392,f,t,t,CL,,,f,
Colyton,34,EX246NQ,-3.07025156028498,50.7400438700403,f,t,t,CL,,,f,
St Thomas,34,EX2 9AZ,-3.53952302405177,50.7164894751728,f,t,t,CL,,,f,
Topsham,34,EX3 0DX,-3.46827105598081,50.6852399006411,f,t,t,CL,,,f,
Barnstaple,34,EX311EL,-4.06245870771866,51.0813180047588,f,t,t,CL,,,f,
Braunton,34,EX332ES,-4.1611794547012,51.1108039233462,f,t,t,CL,,,f,
Combe Martin,34,EX340EQ,-4.02750125019194,51.2012247555495,f,t,t,CL,,,f,
Lynton,34,EX356AF,-3.83438409165738,51.2289545583303,f,t,t,CL,,,f,
South Molton   ,34,EX363BU,-3.83310687798951,51.0181332572917,f,t,t,CL,,,f,
Torrington,34,EX388AA,-4.14360768442006,50.9513850006163,f,t,t,CL,,,f,
Northam,34,EX391AW,-4.21328442839936,51.0393284774478,f,t,t,CL,,,f,
Appledore,34,EX391QS,-4.19105726685774,51.0531838855086,f,t,t,CL,,,f,
Bideford,34,EX392HR,-4.20506980099471,51.0165412222663,f,t,t,CL,,,f,
Exeter,34,EX4 3PQ,-3.53049728039942,50.7251160138422,f,t,t,CL,,,f,refurbished in 2013
Pinhoe,34,EX4 8HW,-3.47210054384118,50.7388184477187,f,t,t,CL,,,f,
Clyst Vale,34,EX5 3AJ,-3.43985395676811,50.7585295921382,f,t,t,CL,,,f,
Dawlish,34,EX7 9PY,-3.47103725970328,50.5808008298837,f,t,t,CL,,,f,
Exmouth,34,EX8 1PS,-3.41129651504498,50.6216507260958,f,t,t,CL,,,f,
Budleigh Salterton               ,34,EX9 6RH,-3.32807573382131,50.6302916450997,f,t,t,CL,,,f,
Bovey Tracey,34,TQ139HZ,-3.67605785188162,50.5942545970058,f,t,t,CL,,,f,
Teignmouth,34,TQ148DY,-3.49816310941679,50.5476106945793,f,t,t,CL,,,f,
Buckfastleigh,34,TQ110DD,-3.78076815541846,50.4803409457665,f,t,t,CL,,,f,
Newton Abbot,34,TQ122RJ,-3.61255203733143,50.5306852263294,f,t,t,CL,,,f,
Kingsteignton,34,TQ123AL,-3.59645282553361,50.5457376352366,f,t,t,CL,,,f,
Kingskerswell,34,TQ125EH,-3.5790536831919,50.4997926677281,f,t,t,CL,,,f,
Chudleigh,34,TQ130HL,-3.60125200187695,50.6061265058026,f,t,t,CL,,,f,
Ashburton,34,TQ137QH,-3.75853522508685,50.5170321220529,f,t,t,CL,,,f,
Chagford,34,TQ138DP,-3.83887806663807,50.6720299975827,f,t,t,CL,,,f,
Tavistock,34,PL198AB,-4.14740456258138,50.5477418114431,f,t,t,CL,,,f,
Princetown,34,PL206QE,-3.99173389702729,50.5446816541518,f,t,t,CL,,,f,
Ivybridge,34,PL210SZ,-3.91907776509214,50.3896312205935,f,t,t,CL,,,f,
Conisbrough Community Library  ,35,DN123ND,-1.23328866268465,53.4819390415697,f,f,f,CRL,,,f,
Edlington Library,35,DN121JD,-1.19261324267983,53.4813476690706,f,t,t,LAL,,,f,
Tickhill Library ,35,DN119QU,-1.10950071691489,53.4312831764452,f,t,t,LAL,,,f,
Thorne Library,35,DN8 4BQ,-0.965940130851053,53.6134265196217,f,t,t,LAL,,,f,
Scawthorpe Community Library ,35,DN5 9PQ,-1.16511931445328,53.5439266702314,f,f,f,CRL,,,f,
Rossington Community  Library ,35,DN110LP,-1.07507205587689,53.4759387227786,f,f,f,CRL,,,f,
Bawtry Community Library,35,DN106NE,-1.02142165239235,53.4318706533575,f,f,f,CRL,,,f,
Sprotbrough Community Library,35,DN5 8BA,-1.15648057785555,53.5260326125259,f,f,f,CRL,,,f,
Bentley Area Community Library,35,DN5 0DE,-1.14734380360605,53.5460844067149,f,f,f,CRL,,,f,
Warmsworth Community Library ,35,DN4 9LW,-1.18195772141035,53.4939762511344,f,f,f,CRL,,,f,
Bessacarr Community Library ,35,DN4 7EZ,-1.0870448955006,53.5007678184555,f,f,f,CRL,,,f,
Cantley Community Library,35,DN4 6BT,-1.07623890731105,53.5068510972377,f,f,f,CRL,,,f,
Balby Community Library,35,DN4 0PL,-1.15134352777316,53.5068144547438,f,f,f,CRL,,,f,
Woodlands Community Library and Hub,35,DN6 7SB,-1.19353061800153,53.5656492320464,f,f,f,CRL,,,f,
Askern Community Library,35,DN6 0JA,-1.1502110674353,53.616152760167,f,f,f,CRL,,,f,
Carcroft,35,,,,t,f,f,,2012,,f,
Moorends Community Library ,35,DN8 4SB,-0.95104572400123,53.6282630630767,f,f,f,CRL,,,f,
Armthorpe Community Library,35,DN3 3AL,-1.0606455346799,53.5362935343744,f,f,f,CRL,,,f,
Stainforth4ALL incorporating Stainforth Library,35,DN7 5PW,-1.02991501799754,53.5934949373993,f,t,t,LAL,,,f,
Hatfield Community Library ,35,DN7 6RY,-0.997363836935608,53.5778020946025,f,f,f,CRL,,,f,
Mexborough Library,35,S64 9HS,-1.29155148829836,53.4933544913755,f,t,t,LAL,,,f,
Edenthorpe Community Library,35,DN3 2ND,-1.06899367581771,53.5560530078814,f,f,f,CRL,,,f,
Intake Community Library ,35,DN2 6PL,-1.09706829228931,53.5306684618548,f,f,f,CRL,,,f,
Wheatley Community Library ,35,DN2 4PY,-1.10299688357522,53.539971404855,f,f,f,CRL,,,f,
Doncaster central library,35,DN1 3JE,-1.13208001302441,53.5205367428837,f,t,t,LAL,,,f,refurbished in 2013
Denaby,35,DN124AB,-1.2457919745413,53.4906656564186,f,f,f,ICL,,,f,Old and new sites share same post code new site opened 12 May 2016 as Denaby Community Library and Hub
Shaftesbury,36,SP7 8AE,-2.19552900184812,51.0073095506658,f,t,t,LAL,,,f,
Gillingham,36,SP8 4UA,-2.27591443248906,51.0358234079714,f,t,t,LAL,,,f,
Verwood,36,BH316DS,-1.87935404815993,50.880682707508,f,t,t,LAL,,,f,
West Moors ,36,BH220JD,-1.88914682739283,50.8269983751757,f,t,t,LAL,,,f,
Upton,36,BH165PW,-2.02870160324843,50.7388390247791,f,t,t,LAL,,,f,
Highcliffe,36,BH235HN,-1.69765921355169,50.7431005903374,f,t,t,LAL,,,f,
Ferndown,36,BH229TH,-1.89151940452124,50.8017765585799,f,t,t,LAL,,,f,
Lytchett Matravers,36,BH166BG,-2.07821983815094,50.7578805843459,f,t,t,LAL,,,f,
Christchurch,36,BH231AW,-1.77761957576994,50.7345124577815,f,t,t,LAL,,,f,refurbished in 2013
Corfe Mullen,36,BH213LE,-2.01676837958331,50.7753154199797,f,f,f,CRL,,,f,
Colehill,36,BH212HL,-1.95102769470008,50.8077606472411,f,f,f,CRL,,,f,
Wimborne ,36,BH211HH,-1.98649641916954,50.7992451331125,f,t,t,LAL,,,f,
Wool,36,BH206DL,-2.22779635884829,50.6777749819436,f,f,f,CRL,,,f,
Corfe Castle,36,BH205EE,-2.05406326608259,50.636384873772,f,f,f,CRL,,,f,
Swanage,36,BH192NU,-1.95738124410772,50.608458132998,f,t,t,LAL,,,f,
Wareham,36,BH204LR,-2.10939560892565,50.6851676691464,f,t,t,LAL,,,f,
Sherborne,36,DT9 3AA,-2.51409073745097,50.9485117044501,f,t,t,LAL,,,f,
Beaminster,36,DT8 3EF,-2.73850607146056,50.809919159306,f,t,t,LAL,,,f,
Lyme Regis,36,DT7 3HR,-2.93732546437028,50.7255768001197,f,t,t,LAL,,,f,
Charmouth,36,DT6 6PE,-2.90385820531219,50.7386649594473,f,f,f,CRL,,,f,
Burton Bradstock,36,DT6 4QR,-2.72644250220571,50.7037634776646,f,f,f,CRL,,,f,
Bridport,36,DT6 3NY,-2.75785171587289,50.731863891894,f,t,t,LAL,,,f,
Portland Underhill,36,DT5 1LP,-2.44084554001658,50.5587991345394,t,f,f,,2012,,f,
Portland Tophill,36,DT5 1HG,-2.43459081307738,50.5449105130176,f,t,t,LAL,,,f,
Wyke Regis,36,DT4 9BE,-2.47510124143193,50.5945642237374,f,t,t,LAL,,,f,
Weymouth,36,DT4 8NN,-2.45513088649844,50.6113708120462,f,t,t,LAL,,,f,
Littlemoor,36,DT3 6SF,-2.45529449426864,50.6487894885239,f,t,t,LAL,,,f,
Chickerell,36,DT3 4DT,-2.50086320295494,50.6244386107651,f,f,f,CRL,,,f,
Crossways,36,DT2 8TU,-2.3273813375728,50.6946777871294,f,t,t,LAL,,,f,
Puddletown,36,DT2 8RX,-2.34494227621239,50.7474052762145,f,f,f,CRL,,,f,
Dorchester,36,DT1 1EE,-2.43652701474143,50.7130518270574,f,t,t,LAL,,2013,f,
Blandford,36,DT117DW,-2.16321587364892,50.8566834144807,f,t,t,LAL,,,f,
Stalbridge,36,DT102RG,-2.37711336191611,50.9599333512343,f,f,f,CRL,,,f,
Sturminster Newton,36,DT101EH,-2.30599091852937,50.9273104133052,f,t,t,LAL,,,f,
Cradley ,37,B63 2TL,-2.08612907951108,52.4612405512567,f,t,t,LAL,,,f,
Lye ,37,DY9 8BT,-2.1148160634998,52.4563255650948,f,t,t,LAL,,,f,
Brierley Hill ,37,DY5 3ET,-2.12095057657989,52.4823364381546,f,t,t,LAL,,,f,refurbished in 2011
Long Lane,37,B62 9JY,-2.03098594172896,52.4677587376629,f,t,t,LAL,,,f,
Sedgley  ,37,DY3 3UA,-2.12262694142582,52.5396274422062,f,t,t,LAL,,,f,
Netherton ,37,DY2 9ES,-2.08244625687644,52.4908561324869,f,t,t,LAL,,,f,refurbished in 2012
Woodside Library Link,37,DY2 0SN,-2.10653944093661,52.4963656525481,f,t,t,LAL,,,f,
Dudley Wood Library Link,37,DY2 0DB,-2.08526524996565,52.4787626416095,f,t,t,LAL,,,f,
Quarry Bank Library Link,37,DY5 1EA,-2.10209533163664,52.4728069093857,f,t,t,LAL,,,f,
Pensnett Library Link,37,DY5 4DS,-2.13112099597774,52.5006021427282,f,t,t,LAL,,,f,
Dudley ,37,DY1 1HR,-2.08518185366218,52.5117108213393,f,t,t,LAL,,,f,refurbished in 2012
Gornal ,37,DY3 2PG,-2.13068448126021,52.5172969072836,f,t,t,LAL,,,f,
Stourbridge ,37,DY8 1YE,-2.14801818742335,52.4570257843779,f,t,t,LAL,,,f,
Coseley,37,WV149DW,-2.08755508099581,52.5417443036371,f,t,t,LAL,,,f,
Halesowen ,37,B63 4AZ,-2.05196895350546,52.4487914409071,f,t,t,LAL,,,f,
Wordsley ,37,DY8 5PD,-2.16469174083191,52.4806024176971,f,t,t,LAL,,,f,
Kingswinford ,37,DY6 9LG,-2.16704397242755,52.4951628430197,f,t,t,LAL,,,f,
Brandon Library,38,DH7 8NN,-1.63061101320194,54.7509789188282,f,t,t,LAL,,,f,
Esh Winning Library,38,DH7 9AD,-1.71022647242878,54.7673079674844,f,t,t,LAL,,,f,
Langley Park Library,38,DH7 9XE,-1.6709301833037,54.7985797919487,f,t,t,LAL,,,f,
Consett Library,38,,,,f,t,t,LAL,,,f,
Stanley Library,38,DH9 0DQ,-1.6919598149803,54.8722518833993,f,t,t,LAL,,,f,refurbished in 2014
South Moor Library,38,DH9 7PX,-1.70166142658846,54.8625707723672,f,t,t,LAL,,,f,
Annfield Plain Library,38,DH9 8EZ,-1.74269875719284,54.8622511740787,f,t,t,LAL,,,f,
Peterlee Library,38,SR8 1NT,-1.33693273644933,54.7601452147389,f,t,t,LAL,,,f,
Barnard Castle Library,38,DL128JB,-1.92235631457661,54.5435371225856,f,t,t,LAL,,,f,refurbished in 2014
Wolsingham Library,38,DL133AB,-1.88335269338336,54.7297373133185,f,t,t,LAL,,,f,
Woodhouse Close Library,38,DL146JX,-1.68089984735907,54.6503183263441,f,t,t,LAL,,,f,
Bishop Auckland Library,38,DL147NP,-1.67259136474736,54.6659600129188,f,t,t,LAL,,,f,
Coundon Library,38,DL148NL,-1.6271879836624,54.6617848924915,f,t,t,LAL,,,f,
Willington Library,38,DL150PG,-1.69346196103244,54.7109478708078,f,t,t,LAL,,,f,
Crook Library and Customer Access Point (CAP),38,DL159ES,-1.74555303689988,54.7154447595853,f,t,t,LAL,,,f,refurbished in 2012
Spennymoor Library,38,DL166DJ,-1.59944850809908,54.7002313989871,f,t,t,LAL,,,f,
Shotton Library,38,DL6 2LW,-1.36434040631676,54.4254024517707,f,t,t,LAL,,,f,
Ferryhill Library,38,DL178HX,-1.55381565516922,54.6901148533227,f,t,t,LAL,,,f,
Cornforth Library,38,DL179HP,-1.52000299004758,54.7027738210838,f,t,t,LAL,,,f,
Easington Colliery Library,38,SR8 3PN,-1.3305053942374,54.7880226004831,f,t,t,LAL,,,f,
Shildon Library,38,DL4 1DU,-1.64775520065425,54.6335741204018,f,t,t,LAL,,,f,
Newton Aycliffe Library,38,,,,f,t,t,LAL,,,f,
Chilton Library,38,DL170EX,-1.55893607207301,54.6599471706226,f,t,t,LAL,,,f,
Horden Library,38,SR8 4PF,-1.32098766226928,54.7667072118544,f,t,t,LAL,,,f,
Wingate Library,38,TS285AA,-1.37932264718072,54.7257975473009,f,t,t,LAL,,,f,
Bowburn Library,38,DH6 5AT,-1.52449569875507,54.733939338586,f,t,t,LAL,,,f,
Thornley Library,38,DH6 3EL,-1.43521471298769,54.7495708456227,f,t,t,LAL,,,f,
Chester-le-Street Library,38,DH3 3BP,-1.57397516059044,54.8551539162052,f,t,t,LAL,,,f,
Trimdon Library,38,TS296PY,-1.42845717075221,54.6998516704171,f,t,t,LAL,,,f,
Sedgefield Library,38,TS213AT,-1.44795115145878,54.6537499629504,f,t,t,LAL,,,f,
Pelton Library,38,DH2 1HS,-1.60334624970937,54.8732172006569,f,t,t,LAL,,,f,
Newton Hall Library,38,DH1 5NL,-1.57706190911617,54.7997629680058,f,t,t,LAL,,,f,
Seaham Library,38,SR7 7JE,-1.3355053502306,54.8358949256525,f,t,t,LAL,,,f,
Belmont Library,38,DH1 2AA,-1.52487744825938,54.7862698895526,f,t,t,LAL,,,f,
Durham Clayport Library,38,DH1 1WA,-1.57466109962175,54.7780340887029,f,t,t,LAL,,,f,
Blackhall Library,38,TS274HD,-1.28951431020934,54.7471605937727,f,t,t,LAL,,,f,
Murton Library,38,SR7 9QR,-1.38792658718405,54.819410410183,f,t,t,LAL,,,f,
Lanchester Library,38,DH7 0NT,-1.745766866707,54.8227263737823,f,t,t,LAL,,,f,
Sacriston Library,38,DH7 6HU,-1.62548001227955,54.8204560886994,f,t,t,LAL,,,f,
Northfields Library,39,W5  4UA,-0.313533284720105,51.4982660304104,f,t,t,CL,,,f,
Hanwell Library,39,W7  3HL,-0.336116535812551,51.5099278880395,f,t,t,CL,,,f,refurbished in 2013
Ealing Central Library,39,W5  5JY,-0.303163808525401,51.512522192334,f,t,t,CL,,,f,
Pitshanger Library,39,W5  1RH,-0.314695650361855,51.5257272939849,f,t,t,CL,,,f,
Acton Town Hall Library,39,W3  6NE,-0.267914584972278,51.5064047197414,f,t,t,CL,,,f,
West Ealing Library,39,W13 9BT,-0.324834566941345,51.5087062129414,f,t,t,CL,,,f,
Greenford Library,39,UB6 9LG,-0.355258307425216,51.5298099890527,f,t,t,CL,,,f,
Perivale Library,39,UB6 7NT,-0.323933408570658,51.5399325591891,f,t,t,CL,,,f,refurbished in 2013
Wood End Library,39,UB6 0EE,-0.348361710742084,51.5526612995987,f,t,t,CL,,,f,refurbished in 2011
Northolt Library,39,UB5 5AS,-0.386453812979568,51.5392623823815,f,t,t,CL,,,f,
Northolt Leisure Centre Library,39,UB5 4AB,-0.369735333505577,51.5491115416449,f,t,t,CL,,,f,
Southall Library (Dominion Centre and Library),39,UB2 4BQ,-0.381772144472761,51.5025275593486,f,t,t,CL,,,f,refurbished in 2013
Jubilee Gardens Library,39,UB1 2TJ,-0.369390912183327,51.5212218519396,f,t,t,CL,,,f,
Market Weighton ,40,YO433JP,-0.658742489246747,53.8634756536663,f,t,t,LAL,,,f,
North Ferriby ,40,HU143DA,-0.502084497944237,53.7202094692073,f,t,t,LAL,,,f,
Swanland ,40,HU143QR,-0.48775710934374,53.7402187877796,f,t,t,LAL,,,f,
Brough ,40,HU151DF,-0.569238389345621,53.7286616994064,f,t,t,LAL,,,f,
Snaith ,40,DN149HE,-1.02924993597462,53.6916807023061,f,t,t,LAL,,,f,
Howden ,40,DN147BJ,-0.86600532552731,53.745940171529,f,t,t,LAL,,,f,
Goole ,40,DN145DS,-0.869119401965907,53.7039299601218,f,t,t,LAL,,,f,
South Cave ,40,HU152EP,-0.604478241153286,53.7676483091358,f,t,t,LAL,,,f,
Cottingham ,40,HU165QG,-0.414673415026321,53.7812981191014,f,t,t,LAL,,,f,
Hessle ,40,HU130RB,-0.435036150149605,53.7239099894029,f,t,t,LAL,,,f,
Leven ,40,HU175NG,-0.313751698525402,53.8926532312077,f,t,t,LAL,,,f,
Beverley ,40,HU178HE,-0.433340435717779,53.8395761430706,f,t,t,LAL,,,f,
Hornsea ,40,HU181PA,-0.167812136598854,53.9120525924414,f,t,t,LAL,,,f,
Withernsea ,40,HU192HH,0.0356959094730776,53.7287388731853,f,t,t,LAL,,,f,
Hedon ,40,HU128EX,-0.198756381029057,53.740142833705,f,t,t,LAL,,,f,
Anlaby ,40,HU107DE,-0.433081353195829,53.7467256346697,f,t,t,LAL,,,f,
Willerby ,40,HU106BZ,-0.447171037968062,53.7602576879943,f,t,t,LAL,,,f,
Pocklington ,40,YO422QU,-0.780836409787751,53.9293597332162,f,t,t,LAL,,,f,
Flamborough ,40,YO151NG,-0.123336164226709,54.1152208931545,f,t,t,LAL,,,f,
Stamford Bridge,40,YO411BP,-0.912588295611118,53.9893356252495,f,t,t,LAL,,,f,
Driffield ,40,YO256RQ,-0.440632046536378,54.0051636509037,f,t,t,LAL,,,f,refurbished in 2015
Bridlington North ,40,YO166YD,-0.181991785897618,54.1016851068413,f,t,t,LAL,,,f,
Bridlington ,40,YO152DF,-0.19121062633963,54.0820933892599,f,t,t,LAL,,,f,
Langney Library,41,BN237RT,0.303892757697397,50.8033421110901,f,t,t,LAL,,,f,
Pevensey Bay Library,41,BN246AU,0.351015030817839,50.8129696711564,f,t,t,LAL,,,f,
Eastbourne Library,41,BN2 4TL,-0.108557882283058,50.846697916488,f,t,t,LAL,,,f,
Seaford Library,41,BN251QX,0.102897898268303,50.7734397227676,f,t,t,LAL,,2014,f,
Alfriston Village Library,41,BN265XB,0.153780972529695,50.810608848976,f,f,f,,,,f,
Polegate Library,41,BN266QF,0.245508933415407,50.8247891207803,f,t,t,LAL,,,f,
Hailsham Library,41,BN273DN,0.25503775540398,50.8625145155128,f,t,t,LAL,,,f,
Hastings Children’s Library,41,TN341HL,0.577972330983152,50.8552136919151,f,t,t,LAL,0,,f,"Closed 20 Feb, re-opened 7 Mar 2016 as temporary site for main Library. "
Hastings Library,41,TN341HE,0.576254081453632,50.8552336647186,f,t,t,LAL,,,f,Closed for refurb Feb 2016 to re-open Spring 2017
Mayfield Library,41,TN206TA,0.263245240471502,51.0206548873997,f,t,t,LAL,,,f,
Ringmer Library,41,BN8 5QH,0.0558656436975663,50.893039692998,f,t,t,LAL,,,f,
Crowborough Library,41,,,,f,t,t,LAL,,,f,
Newhaven Library,41,BN9 9PD,0.0485850127759694,50.7941297616594,f,t,t,LAL,,,f,
Uckfield Library,41,TN221AR,0.0959803189090561,50.9724948953411,f,t,t,LAL,,,f,
Forest Row Library,41,RH185DZ,0.0373141342692455,51.0952313448434,f,t,t,LAL,,,f,
Heathfield Library,41,TN218LU,0.252577989843641,50.9717825596318,f,t,t,LAL,,,f,
Wadhurst Library,41,TN5 6AP,0.339911074930247,51.0618375533701,f,t,t,LAL,,,f,
Battle Library,41,TN330XB,0.482432361491057,50.9181312466362,f,t,t,LAL,,,f,
Rye Library,41,TN317JF,0.733230919558967,50.9511757835531,f,t,t,LAL,,,f,
Northiam Village Library,41,TN316LP,0.601013279420242,50.993591427337,f,f,f,CRL,,,f,
Lewes Library,41,BN7 2LZ,0.0135032263676935,50.8728951890381,f,t,t,LAL,,,f,
Sedlescombe Village Library,41,TN330QN,0.53177392032974,50.9361568669951,f,f,f,CRL,,,f,
Peacehaven Library,41,BN108BB,0.00111802535194823,50.7957452943164,f,t,t,LAL,,,f,
Bexhill Library,41,TN401DY,0.47069709661478,50.8402663171975,f,t,t,LAL,,,f,
Hollington Library,41,TN377AG,0.553466006224203,50.8740290423836,f,t,t,LAL,,,f,
Ore Library,41,TN355BP,0.60834711257306,50.874721722188,f,t,t,LAL,,,f,
Willingdon Library,41,BN209PN,0.24748347320708,50.8082472648797,f,t,t,LAL,,,f,
Hampden Park Library,41,BN229NQ,0.277737453182852,50.7975601028126,f,t,t,LAL,,,f,
John Jackson,42,EN1 1DW,-0.0670171351721923,51.6461026871393,f,t,t,LAL,,,f,
Winchmore Hill,42,N21 3AP,-0.0984439275278878,51.6284062782112,f,t,t,LAL,,,f,
Fore Street,42,N18 2XF,-0.0653386425322199,51.6125242645029,f,t,t,LAL,,,f,
Angel Raynham,42,N18 2JQ,-0.0609958426965912,51.6130910711222,f,t,t,LAL,,,f,
Ponders End,42,EN3 4EY,-0.0473040161488034,51.6446974001459,f,t,t,LAL,,,f,
Millfield House,42,N18 1PJ,-0.078312654841335,51.6161994733643,f,t,t,LAL,,,f,
Oakwood,42,N14 4XA,-0.129173458109799,51.6488360265069,f,t,t,LAL,,,f,
Enfield Highway,42,EN3 5BN,-0.0474875887536573,51.6589264721376,f,t,t,LAL,,,f,
Enfield Island village,42,EN3 6GS,-0.0169922842112462,51.6685858989783,f,t,t,LAL,,,f,
Bowes Road,42,N11 1BD,-0.129837806798166,51.6154759808592,f,t,t,LAL,,,f,
Southgate Circus,42,N14 6BP,-0.128138775836937,51.6307898822325,f,t,t,LAL,,,f,
Pelaw Library,44,NE100QS,-1.54505696218284,54.9541779838561,f,t,t,LAL,,,f,
Palmers Green,42,N13 4EY,-0.110622282034752,51.6155819225682,f,t,t,LAL,,,f,Major refurbishment 2015
Edmonton Green,42,N9  0TN,-0.0583532168516371,51.6235685652746,f,t,t,LAL,,,f,
Ordnance Unity centre,42,EN3 6ND,-0.0390729563542047,51.6726525627572,f,t,t,LAL,,2014,f,
Bullsmoor,42,EN1 4QS,-0.0488721336345533,51.6768443679757,f,t,t,LAL,,,f,
Ridge Avenue,42,N21 2RH,-0.0833378463765843,51.6357771954177,f,f,f,CRL,,,f,
Enfield Town,42,EN2 6AX,-0.0855387551003414,51.6521432877103,f,t,t,LAL,,,f,
Writtle library,43,CM1 3DT,0.426377122489209,51.7301096436817,f,t,t,LAL,,,f,
Brentwood library,43,CM144BP,0.303078057168834,51.6189578145518,f,t,t,LAL,,,f,
North Melbourne library,43,CM1 4UU,0.445545857029769,51.7546766874859,f,t,t,LAL,,,f,
Shenfield library,43,CM158NJ,0.326802807153858,51.6297580463859,f,t,t,LAL,,,f,
Epping library,43,CM165DN,0.109646949317523,51.6993548709802,f,t,t,LAL,,,f,
North Weald library,43,CM166BZ,0.172016769329814,51.7180198416303,f,t,t,LAL,,,f,
Springfield library,43,CM1 6GX,0.497584076423839,51.7510729124091,f,f,t,LAL,,2013,f,
Old Harlow library,43,CM170DW,0.133966734668822,51.7834274415493,f,t,t,LAL,,,f,
Broomfield library,43,CM1 7AH,0.473481449912219,51.7623384851813,f,t,t,LAL,,,f,
Tye Green library,43,CM186LU,0.11345469957135,51.7586820766758,f,t,t,LAL,,,f,
Great Parndon library,43,CM187PP,0.0932094372841162,51.7530014953429,f,t,t,LAL,,,f,
Harlow library,43,CM201HA,0.0945608462805724,51.7687412006136,f,t,t,LAL,,,f,
Mark Hall library,43,CM203AP,0.114814654467044,51.7750688886775,f,t,t,LAL,,,f,
Stansted library,43,CM248AQ,0.194569560515318,51.9033774322772,f,t,t,LAL,,,f,
Great Baddow library,43,CM2 7HH,0.501128085484042,51.7158255260506,f,t,t,LAL,,,f,
Galleywood library,43,CM2 8PU,0.470521561293267,51.7004116778422,f,t,t,LAL,,,f,
Hatfield Peverel library,43,CM3 2DP,0.59315538649499,51.7753523186232,f,t,t,LAL,,,f,
Danbury library,43,CM3 4NQ,0.578553481728722,51.717307769935,f,t,t,LAL,,,f,
South Woodham Ferrers library,43,CM3 5JU,0.619961286553916,51.6458924430937,f,t,t,LAL,,,f,
Stock library,43,CM4 9BQ,0.442352875529627,51.6648487653365,f,t,t,LAL,,,f,
Ingatestone library,43,CM4 9EU,0.381897943538049,51.6685818977229,f,t,t,LAL,,,f,
Chipping Ongar library,43,CM5 9AB,0.245351622048314,51.7064252214337,f,t,t,LAL,,,f,
Dunmow library,43,CM6 1FS,0.364382127289947,51.8715265167334,f,t,t,LAL,,,f,
Thaxted library,43,CM6 2PJ,0.342339670456637,51.9546906582089,f,t,t,LAL,,,f,
Braintree library,43,CM7 3YL,0.553624317675808,51.8777497518624,f,t,t,LAL,,,f,
Witham library,43,CM8 2AQ,0.641304922644529,51.8012326121157,f,t,t,LAL,,,f,
Wickham Bishops library,43,CM8 3NU,0.673953871492706,51.7769138330387,f,t,t,LAL,,,f,
Silver End library,43,CM8 3RB,0.621950803139193,51.8476391268843,f,t,t,LAL,,,f,
Maldon library,43,CM9 5FW,0.677875159943872,51.7307515377558,f,t,t,LAL,,,f,
Manningtree library,43,CO111AD,1.06335548092636,51.9453506953908,f,t,t,LAL,,,f,
Colchester library,43,CO1 1JB,0.899719282938903,51.8884853071776,f,t,t,LAL,,,f,
Harwich library,43,CO123JT,1.28165639349414,51.9365128823772,f,t,t,LAL,,,f,
Walton library,43,CO148AE,1.27154071224926,51.8490818019971,f,t,t,LAL,,,f,
Clacton library,43,CO151SF,1.1544012650801,51.7922029242049,f,t,t,LAL,,,f,
